exon2	Primates	Carnivore	Rodents	Afrotheria	Alligator	Artiyodactyla	Birds	Caniformia	Chiroptera	Reptiles	Perissodactyla	Turtle	Monotremata
exon2	NA		NA		NA		51.97368421	NA		NA		NA	
exon2	NA		NA		NA		53.28947368	NA		NA		NA	
exon2	NA		NA		NA		53.28947368	NA		NA		NA	
exon2	NA		NA		NA		58.55263158	NA		NA		NA	
exon2	NA		NA		NA		54.60526316	NA		NA		NA	
exon2	NA		NA		NA		54.60526316	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		53.28947368	NA		NA		NA	
exon2	NA		NA		NA		51.97368421	NA		NA		NA	
exon2	NA		NA		NA		52.63157895	NA		NA		NA	
exon2	NA		NA		NA		50	NA		NA		NA	
exon2	NA		NA		NA		53.28947368	NA		NA		NA	
exon2	NA		NA		NA		51.97368421	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		54.60526316	NA		NA		NA	
exon2	NA		NA		NA		51.97368421	NA		NA		NA	
exon2	NA		NA		NA		55.26315789	NA		NA		NA	
exon2	NA		NA		NA		51.97368421	NA		NA		NA	
exon2	NA		NA		NA		54.60526316	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		63.81578947	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		49.34210526	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		50	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		51.97368421	NA		NA		NA	
exon2	NA		NA		NA		50	NA		NA		NA	
exon2	NA		NA		NA		52.63157895	NA		NA		NA	
exon2	NA		NA		NA		58.55263158	NA		NA		NA	
exon2	NA		NA		NA		51.97368421	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		50	NA		NA		NA	
exon2	NA		NA		NA		52.63157895	NA		NA		NA	
exon2	NA		NA		NA		50.65789474	NA		NA		NA	
exon2	NA		NA		NA		50	NA		NA		NA	
exon2	NA		NA		NA		54.60526316	NA		NA		NA	
exon2	NA		NA		NA		55.26315789	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		53.94736842	NA		NA		NA	
exon2	NA		NA		NA		54.60526316	NA		NA		NA	
exon2	NA		NA		NA		49.34210526	NA		NA		NA	
exon2	NA		NA		NA		55.26315789	NA		NA		NA	
exon2	NA		NA		NA		59.86842105	NA		NA		NA	
exon2	NA		NA		NA		57.23684211	NA		NA		NA	
exon2	NA		NA		NA		55.92105263	NA		NA		NA	
exon2	NA		NA		NA		49.34210526	NA		NA		NA	
exon2	NA		NA		NA		51.31578947	NA		NA		NA	
exon2	NA		NA		NA		46.71052632	NA		NA		NA	
exon2	NA		NA		NA		48.68421053	NA		NA		NA	
exon2	NA		NA		NA		47.36842105	NA		NA		NA	
exon2	NA		NA		NA		43.04635762	NA		NA		NA	
exon2	NA		NA		NA		48.14814815	NA		NA		NA	
exon2	NA		NA		NA		48.68421053	NA		NA		NA	
exon2	NA		NA		NA		51.31578947	NA		NA		NA	
exon2	NA		NA		NA		52.63157895	NA		NA		NA	
exon2	NA		NA		NA		46.05263158	NA		NA		NA	
exon2	NA		NA		NA		38.15789474	NA		NA		NA	
