exon4	Primates	Carnivore	Rodents	Afrotheria	Alligator	Artiyodactyla	Birds	Caniformia	Chiroptera	Reptiles	Perissodactyla	Turtle	Monotremata
exon4	NA		NA		NA		50.51546392	NA		NA		NA	
exon4	NA		NA		NA		48.45360825	NA		NA		NA	
exon4	NA		NA		NA		51.54639175	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		51.54639175	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		45.45454545	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		51.54639175	NA		NA		NA	
exon4	NA		NA		NA		54.63917526	NA		NA		NA	
exon4	NA		NA		NA		50.51546392	NA		NA		NA	
exon4	NA		NA		NA		47.42268041	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		52.57731959	NA		NA		NA	
exon4	NA		NA		NA		54.63917526	NA		NA		NA	
exon4	NA		NA		NA		59.79381443	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		48.45360825	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		48.45360825	NA		NA		NA	
exon4	NA		NA		NA		50	NA		NA		NA	
exon4	NA		NA		NA		57.73195876	NA		NA		NA	
exon4	NA		NA		NA		50.51546392	NA		NA		NA	
exon4	NA		NA		NA		52.57731959	NA		NA		NA	
exon4	NA		NA		NA		52.57731959	NA		NA		NA	
exon4	NA		NA		NA		50.51546392	NA		NA		NA	
exon4	NA		NA		NA		48.45360825	NA		NA		NA	
exon4	NA		NA		NA		51.54639175	NA		NA		NA	
exon4	NA		NA		NA		52.57731959	NA		NA		NA	
exon4	NA		NA		NA		48.45360825	NA		NA		NA	
exon4	NA		NA		NA		59.79381443	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		52.57731959	NA		NA		NA	
exon4	NA		NA		NA		52.57731959	NA		NA		NA	
exon4	NA		NA		NA		50.51546392	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		48.45360825	NA		NA		NA	
exon4	NA		NA		NA		50.51546392	NA		NA		NA	
exon4	NA		NA		NA		53.60824742	NA		NA		NA	
exon4	NA		NA		NA		50.51546392	NA		NA		NA	
exon4	NA		NA		NA		49.48453608	NA		NA		NA	
exon4	NA		NA		NA		61.8556701	NA		NA		NA	
exon4	NA		NA		NA		57.73195876	NA		NA		NA	
exon4	NA		NA		NA		55.67010309	NA		NA		NA	
exon4	NA		NA		NA		52.57731959	NA		NA		NA	
exon4	NA		NA		NA		52.57731959	NA		NA		NA	
exon4	NA		NA		NA		55.67010309	NA		NA		NA	
exon4	NA		NA		NA		53.60824742	NA		NA		NA	
exon4	NA		NA		NA		54.63917526	NA		NA		NA	
exon4	NA		NA		NA		54.16666667	NA		NA		NA	
exon4	NA		NA		NA		57.73195876	NA		NA		NA	
exon4	NA		NA		NA		54.63917526	NA		NA		NA	
exon4	NA		NA		NA		51.54639175	NA		NA		NA	
