Zonotrichia_albicollis	Tyto_alba_alba	Tympanuchus_cupido	Tauraco_erythrolophus	Taeniopygia_guttata	Syrmaticus_mikado	Sturnus_vulgaris	Struthio_camelus_australis	Stachyridopsis_ruficeps	Serinus_canaria	Rhynochetus_jubatus	Rhea_americana	Pygoscelis_adeliae	Pterocles_gutturalis	Pseudopodoces_humilis	Pipra_filicauda	Picoides_pubescens	Phasianus_colchicus	Phalacrocorax_carbo	Phaethon_lepturus	Penelope_pileata	Pelecanus_crispus	Pavo_cristatus	Passer_domesticus	Parus_major	Oxyura_jamaicensis	Oriolus_oriolus	Opisthocomus_hoazin	Odontophorus_gujanensis	Numida_meleagris	Nothoprocta_perdicaria	Nipponia_nippon	Nestor_notabilis	Neopelma_chrysocephalum	Molothrus_ater	Mesitornis_unicolor	Merops_nubicus	Melopsittacus_undulatus	Meleagris_gallopavo	Manacus_vitellinus	Malurus_cyaneus	Lyrurus_tetrix	Lonchura_Striata_domestica	Leptosomus_discolor	Lepidothrix_coronata	Lagopus_muta	Haliaeetus_leucocephalus	Geospiza_fortis	Gavia_stellata	Gallus_gallus	Fulmarus_glacialis	Ficedula_albicollis	Falco_peregrinus	Falco_cherrug	Eurypyga_helias	Erythrura_gouldiae	Empidonax_traillii	Egretta_garzetta	Dromaius_novaehollandiae	Cygnus_atratus	Cyanistes_caeruleus	Cuculus_canorus	Coturnix_japonica	Corythaeola_cristata	Corvus_moneduloides	Corvus_brachyrhynchos	Corapipo_altera	Columba_livia	Colius_striatus	Colinus_virginianus	Chrysolophus_pictus	Chlamydotis_macqueenii	Chiroxiphia_lanceolata	Charadrius_vociferus	Chaetura_pelagica	Centrocercus_minimus	Catharus_ustulatus	Casuarius_casuarius	Cariama_cristata	Camarhynchus_parvulus	Calypte_anna	Callipepla_squamata	Calidris_pugnax	Buteo_japonicus	Buceros_rhinoceros	Balearica_regulorum_gibbericeps	Aythya_fuligula	Athene_cunicularia	Aquila_chrysaetos_chrysaetos	Apteryx_rowi	Apteryx_australis_mantelli	Aptenodytes_forsteri	Apaloderma_vittatum	Antrostomus_carolinensis	Anser_cygnoides	Anseranas_semipalmata	Anas_platyrhynchos	Alectura_lathami	Acanthisitta_chloris	
0.00023489	0.038589	4.172e-06	2.325e-05	2.5858e-05	1.0534e-05	4.7645e-07	6.8324e-05	3.6816e-06	3.5663e-06	0.11335	7.0514e-07	0.00095409	1.7104e-06	0.00014002	0.023878	0.0012443	9.9967e-06	3.051e-06	1.1776e-07	9.7162e-06	0.00035307	4.5333e-05	3.7007e-06	0.00030726	0.00012509	0.00072042	5.5949e-05	1.6416e-06	1.9995e-07	0.66287	0.0054353	5.2173e-05	7.9128e-05	1.7262e-05	6.8746e-08	0.00089593	4.5629e-06	3.4187e-07	0.00063265	1.181e-06	4.6198e-06	3.7721e-05	8.1347e-06	0.01	0.031923	0.00067502	0.01	0.00016695	1.0725e-06	0.00077837	0.83862	0.01	0.01	0.00055576	0.051113	0.0006937	0.00019584	8.0324e-05	0.0075882	0.008868	2.6916e-08	1.9798e-07	2.9418e-05	0.012161	0.018739	9.5856e-05	0.00011689	1.0948e-07	1.9482e-05	5.2542e-05	4.907e-07	3.6663e-05	4.8305e-06	8.6225e-07	4.3463e-06	2.9941e-06	0.0093504	1.5217e-06	0.01	0.00021121	8.3618e-05	0.014603	0.00012147	0.0035946	1.7065e-08	0.002242	1.3125e-05	0.00017181	0.0042665	0.0042665	0.0015117	1.0971e-06	5.2413e-07	0.00042426	4.1177e-07	9.5618e-06	0.018426	4.3152e-06	
0.00023253	0.039216	4.0314e-06	2.1003e-05	2.5554e-05	1.0585e-05	4.7583e-07	6.8903e-05	3.8218e-06	3.3799e-06	0.10957	6.9695e-07	0.00094868	1.6804e-06	0.00013937	0.023894	0.001258	9.6529e-06	3.041e-06	1.166e-07	1.0094e-05	0.0003459	4.5151e-05	3.6637e-06	0.00030863	0.000124	0.00072405	5.7823e-05	1.4096e-06	1.9935e-07	0.6701	0.0054518	4.7106e-05	7.8952e-05	1.6994e-05	6.8011e-08	0.00089578	4.4121e-06	3.2908e-07	0.00063047	1.2141e-06	4.6137e-06	3.7802e-05	9.2131e-06	0.01	0.031978	0.00067323	0.01	0.00016281	1.0709e-06	0.00077516	0.84001	0.01	0.01	0.00055518	0.051097	0.00069415	0.00020122	7.9111e-05	0.0075927	0.0088678	2.8563e-08	1.7514e-07	2.9506e-05	0.01215	0.018715	9.1749e-05	0.00011716	7.9256e-08	1.955e-05	5.2544e-05	5.0133e-07	3.6507e-05	4.8571e-06	9.2662e-07	4.2505e-06	2.9846e-06	0.0093504	1.4989e-06	0.01	0.00021338	8.3187e-05	0.014694	0.00011987	0.0037263	1.7854e-08	0.002242	1.3206e-05	0.0001715	0.0042656	0.0042656	0.0015097	1.0847e-06	5.048e-07	0.00042236	4.0894e-07	9.4438e-06	0.01782	4.4138e-06	
0.00023024	0.039886	3.8942e-06	1.8939e-05	2.5261e-05	1.0651e-05	4.7623e-07	6.9537e-05	3.978e-06	3.2056e-06	0.10603	6.9093e-07	0.00094334	1.6591e-06	0.00013874	0.02391	0.0012746	9.3329e-06	3.0355e-06	1.1502e-07	1.0501e-05	0.00033907	4.5038e-05	3.6314e-06	0.00031003	0.00012297	0.00072805	5.9905e-05	1.1909e-06	2.0075e-07	0.67923	0.0054692	4.238e-05	7.8798e-05	1.6736e-05	6.7542e-08	0.00089634	4.2634e-06	3.1999e-07	0.0006283	1.2512e-06	4.6135e-06	3.789e-05	1.0384e-05	0.01	0.032035	0.00067146	0.01	0.00015899	1.0712e-06	0.0007722	0.84151	0.01	0.01	0.0005548	0.051083	0.00069474	0.00020683	7.7939e-05	0.0075974	0.0088676	3.0546e-08	1.5619e-07	2.9612e-05	0.012139	0.01869	8.7746e-05	0.00011762	5.4131e-08	1.9624e-05	5.2587e-05	5.1274e-07	3.6352e-05	4.8886e-06	9.9858e-07	4.1572e-06	2.9804e-06	0.0093505	1.483e-06	0.01	0.00021574	8.2772e-05	0.0148	0.00011828	0.0038755	1.8622e-08	0.002242	1.3304e-05	0.00017121	0.0042648	0.0042648	0.0015078	1.0763e-06	4.8746e-07	0.0004205	4.0684e-07	9.3269e-06	0.017277	4.5251e-06	
0.00022804	0.040546	3.7546e-06	1.6834e-05	2.498e-05	1.0696e-05	4.7765e-07	7.0152e-05	4.1512e-06	3.0426e-06	0.10241	6.8283e-07	0.00093797	1.6328e-06	0.00013813	0.023926	0.0012904	9.0061e-06	3.0215e-06	1.1162e-07	1.0885e-05	0.00033217	4.4898e-05	3.6037e-06	0.00031145	0.00012192	0.00073241	6.1912e-05	9.6803e-07	2.0032e-07	0.68778	0.0054864	3.7581e-05	7.8668e-05	1.6488e-05	6.5702e-08	0.0008967	4.1092e-06	3.0882e-07	0.00062615	1.2008e-06	4.6036e-06	3.7984e-05	1.1516e-05	0.01	0.032091	0.00066969	0.01	0.0001551	1.0695e-06	0.00076917	0.84311	0.01	0.01	0.00055437	0.051071	0.00069547	0.00021238	7.6755e-05	0.0076021	0.0088673	3.1432e-08	1.3577e-07	2.9705e-05	0.012127	0.018666	8.3842e-05	0.000118	6.9578e-08	1.9692e-05	5.2607e-05	5.1968e-07	3.6197e-05	4.917e-06	1.0514e-06	4.0613e-06	2.9814e-06	0.0093506	1.4631e-06	0.01	0.00021805	8.2347e-05	0.014903	0.00011669	0.0040206	1.8863e-08	0.0022419	1.3394e-05	0.00017092	0.0042639	0.0042639	0.0015059	1.0646e-06	4.6737e-07	0.00041862	4.0356e-07	9.2059e-06	0.01671	4.6504e-06	
0.00022582	0.041197	3.6125e-06	1.4686e-05	2.4694e-05	1.0722e-05	4.7669e-07	7.075e-05	4.3095e-06	2.874e-06	0.098716	6.7264e-07	0.00093256	1.6017e-06	0.00013751	0.023942	0.0013056	8.6723e-06	2.9989e-06	1.0638e-07	1.1246e-05	0.0003252	4.473e-05	3.5731e-06	0.00031286	0.00012085	0.00073663	6.3847e-05	7.4091e-07	1.9807e-07	0.69578	0.0055033	3.2705e-05	7.8527e-05	1.6235e-05	6.2489e-08	0.00089687	3.9495e-06	2.9557e-07	0.00062399	1.1482e-06	4.584e-06	3.8072e-05	1.261e-05	0.01	0.032148	0.0006679	0.01	0.00015114	1.0657e-06	0.00076607	0.84468	0.01	0.01	0.00055388	0.051058	0.00069615	0.00021786	7.5558e-05	0.0076067	0.0088671	3.122e-08	1.1386e-07	2.9784e-05	0.012116	0.018641	7.9908e-05	0.00011831	8.1986e-08	1.9754e-05	5.2604e-05	5.2215e-07	3.6033e-05	4.9424e-06	1.085e-06	3.9627e-06	2.9792e-06	0.0093507	1.4393e-06	0.01	0.00022031	8.1914e-05	0.015002	0.00011508	0.0041616	1.8576e-08	0.0022419	1.3475e-05	0.00017061	0.0042631	0.0042631	0.0015039	1.0498e-06	4.4451e-07	0.00041672	3.9908e-07	9.0807e-06	0.01612	4.7702e-06	
0.00022357	0.041839	3.4739e-06	1.2496e-05	2.4401e-05	1.0763e-05	4.7336e-07	7.133e-05	4.453e-06	2.6997e-06	0.094941	6.6039e-07	0.00092711	1.5657e-06	0.00013689	0.023958	0.0013202	8.3622e-06	2.9687e-06	9.9323e-08	1.1584e-05	0.00031815	4.4532e-05	3.5396e-06	0.00031425	0.00011977	0.00074072	6.571e-05	7.3244e-07	1.9401e-07	0.70346	0.0055199	2.7757e-05	7.8377e-05	1.5977e-05	5.7915e-08	0.00089684	3.7842e-06	2.8628e-07	0.00062182	1.0934e-06	4.5707e-06	3.8152e-05	1.3666e-05	0.01	0.032205	0.00066611	0.01	0.00014711	1.0597e-06	0.00076288	0.84623	0.01	0.01	0.00055334	0.051045	0.00069679	0.00022328	7.4349e-05	0.0076112	0.0088669	2.9921e-08	9.0303e-08	2.9849e-05	0.012105	0.018617	7.5944e-05	0.00011854	9.1428e-08	1.981e-05	5.2643e-05	5.2019e-07	3.586e-05	4.9649e-06	1.0997e-06	3.8667e-06	2.9739e-06	0.0093508	1.4116e-06	0.01	0.00022253	8.1472e-05	0.015098	0.00011347	0.0042989	1.7765e-08	0.0022418	1.3547e-05	0.0001703	0.0042622	0.0042622	0.0015019	1.0317e-06	4.1892e-07	0.00041481	3.9341e-07	8.9513e-06	0.015507	4.8847e-06	
0.00022141	0.042524	3.333e-06	1.0479e-05	2.4119e-05	1.0785e-05	4.7097e-07	7.1964e-05	4.6135e-06	2.536e-06	0.091408	6.502e-07	0.00092174	1.538e-06	0.00013628	0.023974	0.0013377	8.0456e-06	2.9429e-06	9.1813e-08	1.1951e-05	0.00031143	4.4406e-05	3.5104e-06	0.00031566	0.00011874	0.00074516	6.7787e-05	7.2537e-07	1.9185e-07	0.71308	0.0055375	2.3132e-05	7.8249e-05	1.573e-05	5.3561e-08	0.0008975	3.6208e-06	2.7016e-07	0.00061966	1.0432e-06	4.5478e-06	3.8239e-05	1.4815e-05	0.01	0.032262	0.00066433	0.01	0.00014338	1.0557e-06	0.00075995	0.84788	0.01	0.01	0.00055299	0.051033	0.00069756	0.00022894	7.3181e-05	0.0076159	0.0088667	2.8931e-08	7.0519e-08	2.9932e-05	0.012094	0.018593	7.2076e-05	0.00011327	1.0348e-07	1.9871e-05	5.266e-05	5.189e-07	3.5686e-05	4.992e-06	1.1227e-06	3.7681e-06	2.9736e-06	0.0093509	1.3905e-06	0.01	0.00022495	8.1044e-05	0.01521	0.00011187	0.004454	1.6922e-08	0.0022418	1.3636e-05	0.00017	0.0042614	0.0042614	0.0015	1.0174e-06	3.9518e-07	0.00041293	3.8844e-07	8.8229e-06	0.014952	5.0128e-06	
0.00021931	0.043254	3.1951e-06	8.6202e-06	2.3848e-05	1.082e-05	4.6949e-07	7.2652e-05	4.7915e-06	2.382e-06	0.088097	6.4197e-07	0.00091643	1.5179e-06	0.00013568	0.02399	0.0013394	7.75e-06	2.9211e-06	8.3806e-08	1.2348e-05	0.00030502	4.4344e-05	3.4855e-06	0.00031709	0.00011776	0.00074998	7.0082e-05	7.1963e-07	1.9151e-07	0.72503	0.0055559	1.8806e-05	7.8143e-05	1.5491e-05	4.9358e-08	0.00089884	3.4593e-06	2.5744e-07	0.00061752	9.9725e-07	4.5303e-06	3.8332e-05	1.6063e-05	0.01	0.03232	0.00066256	0.01	0.00013994	1.0535e-06	0.00075724	0.84964	0.01	0.01	0.00055281	0.051022	0.00069847	0.00023484	7.205e-05	0.0076209	0.0088665	2.8207e-08	5.3634e-08	3.0033e-05	0.012083	0.018569	6.83e-05	0.00010843	1.186e-07	1.9938e-05	5.2714e-05	5.182e-07	3.5513e-05	5.0237e-06	1.1549e-06	3.6717e-06	2.9782e-06	0.009351	1.3755e-06	0.01	0.00022446	8.0629e-05	0.015341	0.00011029	0.0046288	1.6033e-08	0.0022419	1.3742e-05	0.00016973	0.0042606	0.0042606	0.0014982	1.007e-06	3.7307e-07	0.00041108	3.8411e-07	8.6955e-06	0.014452	5.1552e-06	
0.00021729	0.044033	3.0601e-06	6.9053e-06	2.3587e-05	1.0869e-05	4.6888e-07	7.3396e-05	4.9882e-06	2.2372e-06	0.084995	6.3563e-07	0.00091119	1.5052e-06	0.0001351	0.024007	0.0013421	7.4739e-06	2.9032e-06	7.5273e-08	1.2776e-05	0.00029891	4.4346e-05	3.4647e-06	0.00031854	0.00011683	0.00075516	7.2612e-05	7.1519e-07	1.9297e-07	0.73982	0.0055752	1.4758e-05	7.8057e-05	1.5262e-05	4.5256e-08	0.00090087	3.2995e-06	2.437e-07	0.0006154	9.5525e-07	4.5181e-06	3.8431e-05	1.7418e-05	0.01	0.032379	0.00066081	0.01	0.00013675	1.0529e-06	0.00075477	0.85151	0.01	0.01	0.00055282	0.051013	0.00069951	0.00024099	7.0956e-05	0.007626	0.0088663	2.7729e-08	3.9157e-08	3.015e-05	0.012072	0.018545	6.4612e-05	0.00010398	1.3743e-07	2.001e-05	5.2805e-05	5.1809e-07	3.534e-05	5.06e-06	1.1949e-06	3.5775e-06	2.9878e-06	0.0093511	1.3666e-06	0.01	0.00022407	8.0228e-05	0.015495	0.00010872	0.0048258	1.5089e-08	0.002242	1.3867e-05	0.00016948	0.0042598	0.0042598	0.0014965	1e-06	3.5245e-07	0.00040925	3.8041e-07	8.5691e-06	0.014001	5.3128e-06	
0.00021524	0.044795	2.9227e-06	6.7712e-06	2.3319e-05	1.0898e-05	4.6589e-07	7.4121e-05	5.1693e-06	2.0869e-06	0.081823	6.2723e-07	0.00090592	1.4878e-06	0.00013451	0.024023	0.0013445	7.1916e-06	2.8768e-06	6.4927e-08	1.318e-05	0.00029273	4.4321e-05	3.441e-06	0.00031998	0.00011589	0.00076019	7.506e-05	7.0901e-07	1.9261e-07	0.7537	0.0055943	1.4362e-05	7.7963e-05	1.5028e-05	3.9811e-08	0.00090269	3.1311e-06	2.2793e-07	0.00061326	9.1122e-07	4.4962e-06	3.8523e-05	1.873e-05	0.01	0.032438	0.00065905	0.01	0.00013351	1.0503e-06	0.00075223	0.85335	0.01	0.01	0.00055277	0.051004	0.0007005	0.00024707	6.9851e-05	0.0076311	0.0088661	2.6167e-08	2.3499e-08	3.0244e-05	0.012061	0.018521	6.0895e-05	9.9417e-05	1.5286e-07	2.0076e-05	5.2874e-05	5.1351e-07	3.5157e-05	5.0933e-06	1.2154e-06	3.4807e-06	2.9942e-06	0.0093512	1.3539e-06	0.01	0.00022364	7.9818e-05	0.015643	0.00010715	0.0050173	1.3622e-08	0.0022421	1.6144e-05	0.00016922	0.004259	0.004259	0.0014947	9.8988e-07	3.2915e-07	0.00040742	3.7553e-07	8.4385e-06	0.01353	5.4643e-06	
0.00021318	0.045547	2.784e-06	6.6299e-06	2.3047e-05	1.0907e-05	4.6052e-07	7.4828e-05	5.3348e-06	1.9313e-06	0.07858	6.1677e-07	0.00090061	1.4657e-06	0.00013391	0.02404	0.0013467	6.9031e-06	2.8419e-06	5.2765e-08	1.3561e-05	0.00028648	4.4269e-05	3.4144e-06	0.0003214	0.00011493	0.00076508	7.7425e-05	7.0109e-07	1.9077e-07	0.76672	0.0056131	1.3956e-05	7.7858e-05	1.4789e-05	3.302e-08	0.00090432	2.9571e-06	2.1009e-07	0.00061112	8.6514e-07	4.4646e-06	3.8608e-05	1.9998e-05	0.01	0.032497	0.00065729	0.01	0.0001302	1.0457e-06	0.00074961	0.85516	0.01	0.01	0.00055267	0.050995	0.00070144	0.00025308	6.8733e-05	0.0076361	0.0088659	2.352e-08	2.5341e-08	3.0324e-05	0.01205	0.018498	5.7149e-05	9.4731e-05	1.6494e-07	2.0136e-05	5.2921e-05	5.0447e-07	3.4965e-05	5.1236e-06	1.2166e-06	3.3821e-06	2.9974e-06	0.0093513	1.3372e-06	0.01	0.00022319	7.9399e-05	0.015785	0.00010556	0.0052036	1.1632e-08	0.0022422	1.8385e-05	0.00016895	0.0042583	0.0042583	0.001493	9.7656e-07	3.0317e-07	0.00040556	3.6947e-07	8.3037e-06	0.013037	5.6099e-06	
0.00021119	0.046351	2.6483e-06	6.5058e-06	2.2784e-05	1.0931e-05	4.5614e-07	7.5594e-05	5.5209e-06	1.785e-06	0.07555	6.0833e-07	0.00089537	1.4513e-06	0.00013333	0.024057	0.00135	6.6345e-06	2.8113e-06	4.0104e-08	1.3975e-05	0.00028053	4.4285e-05	3.3921e-06	0.00032285	0.00011402	0.00077037	8.0048e-05	6.9456e-07	1.9087e-07	0.78299	0.0056329	1.358e-05	7.7775e-05	1.4559e-05	2.6348e-08	0.00090668	2.7851e-06	1.9563e-07	0.000609	8.2306e-07	4.4388e-06	3.87e-05	2.1385e-05	0.01	0.032556	0.00065554	0.01	0.00012715	1.0429e-06	0.00074723	0.85709	0.01	0.01	0.00055276	0.050986	0.00070253	0.00025937	6.7654e-05	0.0076413	0.0088657	2.1146e-08	2.7642e-08	3.0422e-05	0.012039	0.018474	5.3494e-05	9.0446e-05	1.8136e-07	2.0202e-05	5.3007e-05	4.9619e-07	3.4774e-05	5.1589e-06	1.2266e-06	3.2859e-06	3.0059e-06	0.0093514	1.3269e-06	0.01	0.00022285	7.8995e-05	0.015953	0.00010399	0.0054147	9.5959e-09	0.0022424	2.0772e-05	0.0001687	0.0042575	0.0042575	0.0014913	9.6697e-07	2.7875e-07	0.00040374	3.641e-07	8.1701e-06	0.012595	5.772e-06	
0.00020918	0.047144	2.5103e-06	6.3746e-06	2.2516e-05	1.0935e-05	4.4938e-07	7.6342e-05	5.6912e-06	1.6334e-06	0.072451	5.9784e-07	0.00089009	1.4322e-06	0.00013275	0.024073	0.0013531	6.3598e-06	2.7722e-06	5.7057e-08	1.4365e-05	0.00027452	4.4273e-05	3.367e-06	0.00032428	0.0001131	0.00077551	8.2586e-05	6.863e-07	1.8916e-07	0.79825	0.0056525	1.3195e-05	7.7683e-05	1.4325e-05	4.0294e-08	0.00090883	2.6076e-06	1.7918e-07	0.00060686	7.7897e-07	4.4033e-06	3.8784e-05	2.2727e-05	0.01	0.032616	0.00065378	0.01	0.00012404	1.0381e-06	0.00074477	0.85899	0.01	0.01	0.0005528	0.050978	0.00070357	0.00026558	6.6563e-05	0.0076465	0.0088655	1.7698e-08	2.9182e-08	3.0507e-05	0.012029	0.018451	4.981e-05	8.6044e-05	1.9432e-07	2.0262e-05	5.3071e-05	4.8345e-07	3.4573e-05	5.191e-06	1.2173e-06	3.187e-06	3.0112e-06	0.0093515	1.3128e-06	0.01	0.00022248	7.8582e-05	0.016114	0.00010242	0.0056199	7.0402e-09	0.0022425	2.3121e-05	0.00016845	0.0042568	0.0042568	0.0014896	9.5421e-07	2.5167e-07	0.00040191	3.5755e-07	8.0323e-06	0.012133	5.9279e-06	
0.00020715	0.047926	2.3699e-06	6.2367e-06	2.2243e-05	1.092e-05	4.4029e-07	7.7071e-05	5.8465e-06	1.4768e-06	0.069287	5.8536e-07	0.00088479	1.4086e-06	0.00013215	0.02409	0.0013559	6.0795e-06	2.7249e-06	7.2189e-08	1.4733e-05	0.00026844	4.4236e-05	3.3391e-06	0.0003257	0.00011216	0.00078052	8.5045e-05	6.7637e-07	1.857e-07	0.81265	0.0056717	1.2801e-05	7.7582e-05	1.4085e-05	5.2809e-08	0.0009108	2.4247e-06	1.6081e-07	0.00060472	7.3299e-07	4.3584e-06	3.8862e-05	2.4028e-05	0.01	0.032675	0.00065201	0.01	0.00012088	1.0313e-06	0.00074225	0.86085	0.01	0.01	0.00055279	0.050969	0.00070457	0.00027172	6.546e-05	0.0076516	0.0088652	1.3196e-08	2.9987e-08	3.0578e-05	0.012018	0.018427	4.6099e-05	8.1534e-05	2.0456e-07	2.0316e-05	5.3115e-05	4.6631e-07	3.4362e-05	5.2203e-06	1.189e-06	3.0857e-06	3.0139e-06	0.0093516	1.295e-06	0.01	0.00022208	7.816e-05	0.016271	0.00010083	0.0058201	1.1021e-08	0.0022426	2.5437e-05	0.00016819	0.004256	0.004256	0.0014878	9.384e-07	2.22e-07	0.00040006	3.4985e-07	7.8904e-06	0.011651	6.0781e-06	
0.0002052	0.048763	2.2326e-06	6.1157e-06	2.198e-05	1.092e-05	4.3222e-07	7.7863e-05	6.0234e-06	1.3292e-06	0.066333	5.749e-07	0.00087955	1.3927e-06	0.00013157	0.024107	0.0013599	5.8185e-06	2.6819e-06	8.7041e-08	1.5136e-05	0.00026267	4.4268e-05	3.3156e-06	0.00032714	0.00011127	0.00078593	8.7778e-05	6.6784e-07	1.8418e-07	0.83067	0.005692	1.2438e-05	7.7503e-05	1.3855e-05	6.6124e-08	0.00091352	2.2437e-06	1.4561e-07	0.00060259	6.9088e-07	4.3194e-06	3.8947e-05	2.5455e-05	0.01	0.032736	0.00065026	0.01	0.00011797	1.0263e-06	0.00073997	0.86284	0.01	0.01	0.00055297	0.050962	0.00070571	0.00027815	6.4396e-05	0.0076569	0.0088651	8.925e-09	3.1291e-08	3.0669e-05	0.012007	0.018404	4.248e-05	7.741e-05	2.1963e-07	2.0376e-05	5.3198e-05	4.4995e-07	3.4153e-05	5.2547e-06	1.1698e-06	2.9866e-06	3.0221e-06	0.0093518	1.2835e-06	0.01	0.00022179	7.7753e-05	0.016455	9.9261e-05	0.0060472	1.5096e-08	0.0022428	2.7906e-05	0.00016794	0.0042552	0.0042552	0.0014862	9.2633e-07	1.9382e-07	0.00039824	3.4284e-07	7.7496e-06	0.011219	6.2458e-06	
0.00020336	0.049698	2.1007e-06	6.0224e-06	2.1736e-05	1.0952e-05	4.269e-07	7.8767e-05	6.2445e-06	1.1967e-06	0.063706	5.6846e-07	0.00087444	1.3906e-06	0.00013102	0.024124	0.0013661	5.5862e-06	2.6499e-06	1.0256e-07	1.5607e-05	0.00025734	4.4413e-05	3.3001e-06	0.00032862	0.00011047	0.00079206	9.1024e-05	6.6211e-07	1.8634e-07	0.83647	0.005714	1.212e-05	7.7464e-05	1.3642e-05	8.1776e-08	0.00090953	2.0682e-06	1.3513e-07	0.00060049	6.5612e-07	4.2934e-06	3.9046e-05	2.5863e-05	0.01	0.032798	0.00064853	0.01	0.00011543	1.025e-06	0.00073808	0.8627	0.01	0.01	0.00055347	0.050957	0.0007071	0.00028506	6.3394e-05	0.0076626	0.0088649	5.327e-09	3.3782e-08	3.0795e-05	0.011996	0.018381	3.9009e-05	7.3872e-05	2.4581e-07	2.0447e-05	5.3351e-05	4.3694e-07	3.3948e-05	5.2987e-06	1.0815e-06	2.8918e-06	3.0415e-06	0.0093519	1.2833e-06	0.01	0.00022107	7.737e-05	0.016695	9.7721e-05	0.0061191	1.9705e-08	0.0022431	3.0647e-05	0.00016774	0.0042546	0.0042546	0.0014848	9.2148e-07	1.6939e-07	0.00039647	3.3746e-07	7.6127e-06	0.010861	6.4466e-06	
0.00020148	0.050597	1.9649e-06	5.9158e-06	2.1482e-05	1.0954e-05	4.1822e-07	7.9625e-05	6.4373e-06	1.247e-06	0.061361	5.5883e-07	0.00086944	1.2688e-06	0.00013046	0.024141	0.0013716	5.3416e-06	2.6278e-06	1.188e-07	1.6034e-05	0.00025242	4.4502e-05	3.2796e-06	0.00033007	0.00010963	0.00079787	9.4053e-05	6.5376e-07	1.856e-07	0.84143	0.0057375	1.1784e-05	7.7406e-05	1.3416e-05	7.921e-08	0.00090501	1.8851e-06	1.2161e-07	0.00059837	6.1797e-07	4.2532e-06	3.9133e-05	2.6209e-05	0.01	0.032859	0.00064679	0.01	0.00011322	1.0205e-06	0.00073657	0.86251	0.01	0.01	0.00055428	0.050951	0.00070838	0.00029247	6.2366e-05	0.0076681	0.0088647	7.6954e-09	3.5096e-08	3.0898e-05	0.011986	0.018357	3.5476e-05	7.0103e-05	2.6519e-07	2.0509e-05	5.3463e-05	4.2685e-07	3.3732e-05	5.2357e-06	1.2928e-06	2.7931e-06	3.0552e-06	0.009352	1.1805e-06	0.01	0.00021997	7.6972e-05	0.016807	9.6165e-05	0.0061857	2.494e-08	0.0022433	3.3285e-05	0.00016752	0.0042539	0.0042539	0.0014835	9.1151e-07	1.871e-07	0.00039468	3.3037e-07	7.4701e-06	0.010466	6.6326e-06	
0.00019966	0.051556	1.8317e-06	5.8235e-06	2.1237e-05	1.0969e-05	4.1036e-07	8.0547e-05	6.653e-06	1.3008e-06	0.059166	5.5094e-07	0.00086451	1.1604e-06	0.00012991	0.024159	0.0013784	5.1132e-06	2.6093e-06	1.3494e-07	1.6498e-05	0.00024773	4.4657e-05	3.2631e-06	0.00033155	0.00010884	0.00080408	9.7388e-05	6.4663e-07	1.8665e-07	0.84769	0.0057621	1.1472e-05	7.7369e-05	1.3199e-05	7.6988e-08	0.00090126	1.7034e-06	1.1031e-07	0.00059627	5.8288e-07	4.2181e-06	3.9227e-05	2.662e-05	0.01	0.032921	0.00064507	0.01	0.00011118	1.0177e-06	0.00073527	0.8624	0.01	0.01	0.00055528	0.050947	0.0007098	0.0003002	6.1372e-05	0.0076738	0.0088645	9.9028e-09	3.6956e-08	3.1019e-05	0.011975	0.018335	3.2024e-05	6.6643e-05	2.9082e-07	2.0576e-05	5.3614e-05	4.1707e-07	3.3515e-05	5.1779e-06	1.5249e-06	2.6963e-06	3.0739e-06	0.0093522	1.0885e-06	0.01	0.00021899	7.6587e-05	0.016938	9.4623e-05	0.0062611	3.0447e-08	0.0022437	3.6087e-05	0.00016732	0.0042532	0.0042532	0.0014824	9.0485e-07	2.0545e-07	0.00039291	3.2385e-07	7.3283e-06	0.010111	6.8379e-06	
0.00019782	0.052501	1.6961e-06	5.7246e-06	2.0986e-05	1.0965e-05	4.0014e-07	8.1448e-05	6.8521e-06	1.3504e-06	0.056918	5.4104e-07	0.00085955	1.046e-06	0.00012935	0.024176	0.0013849	4.8793e-06	2.5823e-06	1.4916e-07	1.6937e-05	0.00024298	4.4785e-05	3.2438e-06	0.00033301	0.00010803	0.00081014	0.00010062	6.3778e-07	1.8589e-07	0.85355	0.0057865	1.1152e-05	7.7322e-05	1.2976e-05	7.3367e-08	0.0008973	1.5162e-06	9.7239e-08	0.00059416	5.4595e-07	4.1734e-06	3.9314e-05	2.6997e-05	0.01	0.032984	0.00064333	0.01	0.0001091	1.0129e-06	0.0007339	0.86227	0.01	0.01	0.00055622	0.050942	0.00071117	0.00030784	6.0367e-05	0.0076795	0.0088643	1.1116e-08	3.8028e-08	3.1126e-05	0.011965	0.018312	2.8545e-05	6.3084e-05	3.1344e-07	2.0637e-05	5.3742e-05	4.0289e-07	3.3289e-05	5.1169e-06	1.7344e-06	2.5969e-06	3.0895e-06	0.0093523	9.9172e-07	0.01	0.00021797	7.6193e-05	0.017065	9.3073e-05	0.0063344	3.5352e-08	0.0022439	3.8847e-05	0.00016711	0.0042525	0.0042525	0.0014812	8.9506e-07	2.213e-07	0.00039114	3.1619e-07	7.1824e-06	0.0097381	7.0362e-06	
