Zonotrichia_albicollis	Tyto_alba_alba	Tympanuchus_cupido	Tauraco_erythrolophus	Taeniopygia_guttata	Syrmaticus_mikado	Sturnus_vulgaris	Struthio_camelus_australis	Stachyridopsis_ruficeps	Serinus_canaria	Rhynochetus_jubatus	Rhea_americana	Pygoscelis_adeliae	Pterocles_gutturalis	Pseudopodoces_humilis	Pipra_filicauda	Picoides_pubescens	Phasianus_colchicus	Phalacrocorax_carbo	Phaethon_lepturus	Penelope_pileata	Pelecanus_crispus	Pavo_cristatus	Passer_domesticus	Parus_major	Oxyura_jamaicensis	Oriolus_oriolus	Opisthocomus_hoazin	Odontophorus_gujanensis	Numida_meleagris	Nothoprocta_perdicaria	Nipponia_nippon	Nestor_notabilis	Neopelma_chrysocephalum	Molothrus_ater	Mesitornis_unicolor	Merops_nubicus	Melopsittacus_undulatus	Meleagris_gallopavo	Manacus_vitellinus	Malurus_cyaneus	Lyrurus_tetrix	Lonchura_Striata_domestica	Leptosomus_discolor	Lepidothrix_coronata	Lagopus_muta	Haliaeetus_leucocephalus	Geospiza_fortis	Gavia_stellata	Gallus_gallus	Fulmarus_glacialis	Ficedula_albicollis	Falco_peregrinus	Falco_cherrug	Eurypyga_helias	Erythrura_gouldiae	Empidonax_traillii	Egretta_garzetta	Dromaius_novaehollandiae	Cygnus_atratus	Cyanistes_caeruleus	Cuculus_canorus	Coturnix_japonica	Corythaeola_cristata	Corvus_moneduloides	Corvus_brachyrhynchos	Corapipo_altera	Columba_livia	Colius_striatus	Colinus_virginianus	Chrysolophus_pictus	Chlamydotis_macqueenii	Chiroxiphia_lanceolata	Charadrius_vociferus	Chaetura_pelagica	Centrocercus_minimus	Catharus_ustulatus	Casuarius_casuarius	Cariama_cristata	Camarhynchus_parvulus	Calypte_anna	Callipepla_squamata	Calidris_pugnax	Buteo_japonicus	Buceros_rhinoceros	Balearica_regulorum_gibbericeps	Aythya_fuligula	Athene_cunicularia	Aquila_chrysaetos_chrysaetos	Apteryx_rowi	Apteryx_australis_mantelli	Aptenodytes_forsteri	Apaloderma_vittatum	Antrostomus_carolinensis	Anser_cygnoides	Anseranas_semipalmata	Anas_platyrhynchos	Alectura_lathami	Acanthisitta_chloris	
0.00039745	0.016157	1.3813e-05	6.4045e-05	4.6076e-05	1.1819e-05	6.9223e-08	8.2177e-05	2.555e-06	2.2732e-05	0.39339	1.1359e-06	0.0012535	6.9269e-07	0.00018137	0.024888	0.0012443	6.0724e-05	2.3493e-06	2.0972e-07	5.8968e-06	0.00061754	3.2602e-05	8.8763e-06	0.00023546	0.00021864	0.00071309	4.8726e-05	1.74e-05	6.7535e-06	0.23263	0.0053551	0.00012068	8.9877e-05	3.5619e-05	1.0623e-07	0.0017045	9.9666e-06	7.0977e-08	0.00079682	2.2427e-07	6.2232e-06	3.4197e-05	4.0728e-06	0.01	0.028544	0.00075056	0.01	0.0005897	2.9048e-07	0.00068787	0.76854	0.01	0.01	0.00052645	0.0463	0.00050725	2.8839e-05	0.00017202	0.011874	0.008893	5.4466e-08	7.4923e-08	2.9674e-05	0.012786	0.018054	0.00035657	3.9223e-05	2.2045e-06	1.833e-05	7.7517e-05	9.8679e-07	3.9906e-05	2.8037e-05	6.1789e-06	1.065e-05	4.2677e-06	0.0093567	4.2664e-06	0.01	0.00010526	8.4117e-05	0.013982	0.00020592	0.0019422	6.0255e-08	0.0023286	1.7737e-05	0.00019962	0.0043551	0.0043551	0.0017043	2.8908e-06	9.4405e-07	0.0005935	5.7335e-07	1.3904e-05	0.011598	2.687e-06	
0.00039239	0.016529	1.3529e-05	6.3011e-05	4.5413e-05	1.1682e-05	7.3013e-08	8.1694e-05	2.4461e-06	2.1936e-05	0.38278	1.1854e-06	0.0012462	6.8316e-07	0.00018029	0.024899	0.0012432	6.0266e-05	2.3762e-06	2.1408e-07	5.8041e-06	0.00061574	3.2292e-05	8.6476e-06	0.00023648	0.00021521	0.00070939	4.7574e-05	1.6993e-05	6.6017e-06	0.23795	0.0053531	0.00012102	9.0774e-05	3.5075e-05	1.0356e-07	0.00166	9.8569e-06	6.5782e-08	0.00079424	2.2913e-07	6.1361e-06	3.4222e-05	3.9758e-06	0.01	0.028573	0.00074846	0.01	0.00058938	3.2418e-07	0.00069611	0.77039	0.01	0.01	0.00052731	0.046358	0.00051315	3.0936e-05	0.0001692	0.011877	0.0088925	5.4016e-08	8.3956e-08	2.9474e-05	0.012772	0.018075	0.00034873	3.9925e-05	2.004e-06	1.8302e-05	7.6183e-05	1.0045e-06	3.9909e-05	2.7876e-05	6.4525e-06	1.0466e-05	4.1546e-06	0.0093566	3.9187e-06	0.01	0.00010665	8.4532e-05	0.014003	0.00020389	0.001945	5.961e-08	0.0023271	1.7324e-05	0.00019872	0.0043533	0.0043533	0.0016994	2.9396e-06	9.2404e-07	0.0005907	5.6272e-07	1.3832e-05	0.011511	2.6253e-06	
0.00038748	0.016926	1.3251e-05	6.207e-05	4.477e-05	1.1561e-05	7.6115e-08	8.1264e-05	2.347e-06	2.119e-05	0.37281	1.2396e-06	0.001239	6.777e-07	0.00017923	0.02491	0.001243	5.9846e-05	2.4061e-06	2.1841e-07	5.724e-06	0.00061406	3.2038e-05	8.432e-06	0.00023752	0.00021191	0.00070604	4.656e-05	1.6612e-05	6.4749e-06	0.24463	0.0053518	0.00012142	9.1706e-05	3.455e-05	1.0142e-07	0.0016193	9.7509e-06	6.1571e-08	0.00079167	2.3475e-07	6.0569e-06	3.4253e-05	3.8936e-06	0.01	0.028601	0.00074638	0.01	0.00058921	3.5912e-07	0.00070474	0.77236	0.01	0.01	0.00052836	0.046417	0.00051926	3.3114e-05	0.00016647	0.011879	0.008892	5.4224e-08	9.4774e-08	2.9293e-05	0.012758	0.018096	0.00034109	4.0734e-05	1.843e-06	1.8279e-05	7.492e-05	1.0246e-06	3.9912e-05	2.7729e-05	6.7743e-06	1.0288e-05	4.0504e-06	0.0093565	3.606e-06	0.01	0.00010815	8.4961e-05	0.014031	0.00020189	0.0019494	5.9244e-08	0.0023258	1.694e-05	0.00019785	0.0043516	0.0043516	0.0016945	2.9972e-06	9.0701e-07	0.00058793	5.5311e-07	1.3761e-05	0.011451	2.5714e-06	
0.00038274	0.01735	1.2982e-05	6.1218e-05	4.4148e-05	1.1456e-05	7.8594e-08	8.089e-05	2.2577e-06	2.0494e-05	0.36349	1.2989e-06	0.001232	6.7655e-07	0.0001782	0.024922	0.0012438	5.7339e-05	2.4392e-06	2.2281e-07	5.6573e-06	0.00061249	3.1842e-05	8.2296e-06	0.00023857	0.00020875	0.00070304	4.5682e-05	1.6257e-05	6.3716e-06	0.25306	0.0053512	0.00012187	9.2676e-05	3.4046e-05	9.9863e-08	0.0015823	9.6487e-06	5.8324e-08	0.00078912	2.4123e-07	5.9861e-06	3.4289e-05	3.827e-06	0.01	0.028631	0.00074432	0.01	0.00058919	3.9556e-07	0.0007138	0.77447	0.01	0.01	0.00052961	0.046478	0.0005256	3.538e-05	0.00016383	0.011882	0.0088916	5.5165e-08	1.0782e-07	2.913e-05	0.012744	0.018117	0.00033365	4.1662e-05	1.7162e-06	1.8261e-05	7.3729e-05	1.0476e-06	3.9916e-05	2.7598e-05	7.1522e-06	1.0115e-05	3.9552e-06	0.0093564	3.3265e-06	0.01	0.00010979	8.5405e-05	0.014065	0.00019991	0.0019555	5.9185e-08	0.0023244	1.6586e-05	0.00019701	0.0043498	0.0043498	0.0016899	3.0647e-06	8.9307e-07	0.00058521	5.4457e-07	1.3692e-05	0.011421	2.5254e-06	
0.0003777	0.017802	1.2721e-05	6.0447e-05	4.3546e-05	1.1366e-05	8.0418e-08	8.0497e-05	2.177e-06	1.9712e-05	0.35476	1.3555e-06	0.001225	6.7944e-07	0.00017718	0.024933	0.0012335	5.4992e-05	2.4755e-06	2.2722e-07	5.6026e-06	0.00061105	3.1701e-05	8.0436e-06	0.00023964	0.00020572	0.00070038	4.4928e-05	1.5924e-05	6.2888e-06	0.26081	0.0053513	0.00012239	9.3682e-05	3.3472e-05	9.8812e-08	0.0015487	9.5501e-06	5.5879e-08	0.00078659	2.4855e-07	5.9231e-06	3.4332e-05	3.7743e-06	0.01	0.028661	0.00074228	0.01	0.00058442	4.335e-07	0.00072329	0.77671	0.01	0.01	0.00053105	0.046541	0.00053216	3.7736e-05	0.00016117	0.011885	0.0088911	5.6807e-08	1.2337e-07	2.8984e-05	0.01273	0.018139	0.0003264	4.271e-05	1.6166e-06	1.8248e-05	7.2604e-05	1.0732e-06	3.992e-05	2.6472e-05	7.589e-06	9.9474e-06	3.8682e-06	0.0093563	3.0756e-06	0.01	0.00011157	8.5864e-05	0.014107	0.00019795	0.0019634	5.9406e-08	0.0023232	1.6259e-05	0.00019619	0.0043481	0.0043481	0.0016854	3.1425e-06	8.8195e-07	0.00058252	5.3701e-07	1.3625e-05	0.011418	2.4865e-06	
0.00037283	0.018284	1.2467e-05	5.9754e-05	4.2965e-05	1.1293e-05	8.1647e-08	8.0159e-05	2.1052e-06	1.8982e-05	0.34659	1.4177e-06	0.0012181	6.8671e-07	0.00017619	0.024945	0.0012251	5.2802e-05	2.5154e-06	2.3173e-07	5.561e-06	0.00060971	3.1617e-05	7.8695e-06	0.00024073	0.00020283	0.00069806	4.4299e-05	1.5613e-05	5.748e-06	0.27057	0.0053522	0.00012297	9.4729e-05	3.2919e-05	9.8323e-08	0.0015181	9.4553e-06	5.4249e-08	0.00078408	2.5685e-07	5.8682e-06	3.4381e-05	3.7364e-06	0.01	0.028692	0.00074025	0.01	0.00058003	4.7322e-07	0.00073324	0.77909	0.01	0.01	0.0005327	0.046607	0.00053896	4.0189e-05	0.0001586	0.011888	0.0088907	5.9261e-08	1.4205e-07	2.8857e-05	0.012716	0.01816	0.00031934	4.3892e-05	1.5408e-06	1.8241e-05	7.1547e-05	1.1019e-06	3.9925e-05	2.5402e-05	7.1821e-06	9.7849e-06	3.7892e-06	0.0093563	2.8516e-06	0.01	0.0001135	8.6338e-05	0.014092	0.00019601	0.0019732	5.994e-08	0.002322	1.5959e-05	0.0001954	0.0043464	0.0043464	0.001681	3.2314e-06	8.7379e-07	0.00057987	5.3048e-07	1.3559e-05	0.011444	2.455e-06	
0.00036812	0.018801	1.221e-05	5.9135e-05	4.2403e-05	1.1235e-05	8.2285e-08	7.98e-05	2.0417e-06	1.8301e-05	0.33896	1.4773e-06	0.0012113	6.9846e-07	0.00017522	0.024957	0.0012184	5.0757e-05	2.5591e-06	2.3637e-07	5.5321e-06	0.00060849	3.1588e-05	7.7068e-06	0.00024184	0.00020005	0.00069609	4.3789e-05	1.5324e-05	5.2824e-06	0.27435	0.0053538	0.00012215	9.4079e-05	3.2387e-05	9.8387e-08	0.0014904	9.365e-06	5.3579e-08	0.00078158	2.6618e-07	5.8032e-06	3.4436e-05	3.7131e-06	0.01	0.028723	0.00073824	0.01	0.00057602	5.1486e-07	0.00074367	0.78162	0.01	0.01	0.00053457	0.046674	0.00054601	4.2745e-05	0.000156	0.011891	0.0088903	6.2593e-08	1.6445e-07	2.8748e-05	0.012702	0.018182	0.00031248	4.5217e-05	1.4852e-06	1.8239e-05	7.0554e-05	1.1339e-06	3.9931e-05	2.4383e-05	6.8351e-06	9.6192e-06	3.7181e-06	0.0093562	2.6519e-06	0.01	0.00011559	8.6827e-05	0.014083	0.0001941	0.0019852	6.0794e-08	0.0023209	1.5685e-05	0.00019465	0.0043447	0.0043447	0.0016767	3.3322e-06	8.6851e-07	0.00057726	5.2494e-07	1.3496e-05	0.011498	2.4304e-06	
0.00036355	0.01935	1.1959e-05	5.8582e-05	4.186e-05	1.1191e-05	8.2277e-08	7.9491e-05	1.9853e-06	1.7663e-05	0.3318	1.5422e-06	0.0012045	7.1446e-07	0.00017427	0.024969	0.0012131	4.8842e-05	2.6062e-06	2.4105e-07	5.5147e-06	0.00060737	3.1612e-05	7.5543e-06	0.00024296	0.00019739	0.00069444	4.3387e-05	1.5054e-05	4.8789e-06	0.27921	0.0053561	0.00012141	9.3458e-05	3.1875e-05	9.8925e-08	0.0014652	9.278e-06	5.3566e-08	0.0007791	2.7649e-07	5.7455e-06	3.4497e-05	3.7027e-06	0.01	0.028755	0.00073625	0.01	0.00057233	5.5839e-07	0.00075458	0.7843	0.01	0.01	0.00053664	0.046743	0.0005533	4.5402e-05	0.00015349	0.011895	0.0088898	6.6804e-08	1.9102e-07	2.8655e-05	0.012688	0.018205	0.00030579	4.6685e-05	1.4463e-06	1.8241e-05	6.9621e-05	1.169e-06	3.9938e-05	2.3413e-05	6.5391e-06	9.4583e-06	3.6539e-06	0.0093561	2.4728e-06	0.01	0.00011784	8.7331e-05	0.014078	0.0001922	0.0019995	6.1939e-08	0.0023198	1.5435e-05	0.00019391	0.0043431	0.0043431	0.0016726	3.2098e-06	8.6587e-07	0.00057469	5.203e-07	1.3434e-05	0.011581	2.4123e-06	
0.00035896	0.019893	1.1706e-05	5.8011e-05	4.131e-05	1.1127e-05	8.0269e-08	7.9165e-05	1.9166e-06	1.7014e-05	0.32452	1.6045e-06	0.0011978	7.2633e-07	0.00017331	0.024982	0.0012075	4.69e-05	2.6447e-06	2.4385e-07	5.4782e-06	0.00060623	3.1613e-05	7.3977e-06	0.00024407	0.0001947	0.00069266	4.2934e-05	1.4779e-05	4.4618e-06	0.28374	0.0053582	0.00012064	9.2827e-05	3.1355e-05	9.8062e-08	0.0014395	9.1853e-06	5.2161e-08	0.00077661	2.8547e-07	5.6782e-06	3.455e-05	3.6721e-06	0.01	0.028787	0.00073425	0.01	0.00056857	5.9992e-07	0.00076537	0.78693	0.01	0.01	0.00053866	0.046812	0.00056052	4.8024e-05	0.00015096	0.011898	0.0088894	6.9829e-08	2.1646e-07	2.855e-05	0.012675	0.018227	0.00029905	4.8092e-05	1.4016e-06	1.8238e-05	6.8662e-05	1.1991e-06	3.9935e-05	2.2431e-05	6.2149e-06	9.2944e-06	3.5864e-06	0.009356	2.2871e-06	0.01	0.00012005	8.7826e-05	0.014072	0.0001903	0.0020131	6.2491e-08	0.0023188	1.5174e-05	0.00019317	0.0043414	0.0043414	0.0016684	3.082e-06	8.6042e-07	0.0005721	5.1447e-07	1.3367e-05	0.011649	2.3904e-06	
0.00035451	0.020472	1.146e-05	5.7504e-05	4.0778e-05	1.1077e-05	7.7611e-08	7.889e-05	1.8546e-06	1.6405e-05	0.31768	1.6725e-06	0.0011911	7.426e-07	0.00017237	0.024994	0.0012032	4.5082e-05	2.6868e-06	2.4672e-07	5.4531e-06	0.00060519	3.1666e-05	7.2509e-06	0.0002452	0.00019213	0.0006912	4.2587e-05	1.4522e-05	4.1003e-06	0.28951	0.005361	0.00011995	9.2225e-05	3.0855e-05	9.767e-08	0.0014161	9.0959e-06	5.1398e-08	0.00077414	2.9548e-07	5.618e-06	3.461e-05	3.6543e-06	0.01	0.028819	0.00073227	0.01	0.00056513	6.4345e-07	0.00077665	0.78971	0.01	0.01	0.0005409	0.046883	0.000568	5.0751e-05	0.00014851	0.011902	0.008889	7.3804e-08	2.4673e-07	2.8461e-05	0.012661	0.018249	0.00029249	4.9651e-05	1.3722e-06	1.824e-05	6.7762e-05	1.2324e-06	3.9932e-05	2.1495e-05	5.9383e-06	9.1353e-06	3.5256e-06	0.0093559	2.1205e-06	0.01	0.00012244	8.8337e-05	0.014071	0.00018842	0.0020292	6.3341e-08	0.0023178	1.4936e-05	0.00019245	0.0043398	0.0043398	0.0016644	2.9667e-06	8.5757e-07	0.00056955	5.0952e-07	1.3302e-05	0.011746	2.3749e-06	
0.00035019	0.021088	1.122e-05	5.7055e-05	4.0263e-05	1.1041e-05	7.4293e-08	7.8663e-05	1.799e-06	1.5836e-05	0.31128	1.6209e-06	0.0011845	7.6347e-07	0.00017145	0.025007	0.0012	4.3379e-05	2.7324e-06	2.4965e-07	5.4391e-06	0.00060424	3.1773e-05	7.1137e-06	0.00024635	0.00018966	0.00069005	4.2343e-05	1.4283e-05	3.7872e-06	0.29676	0.0053646	0.00011932	9.1653e-05	3.0372e-05	9.7747e-08	0.0013948	9.0096e-06	5.126e-08	0.00077169	3.066e-07	5.5649e-06	3.4675e-05	3.6492e-06	0.01	0.028852	0.0007303	0.01	0.00054692	6.8914e-07	0.00078843	0.79265	0.01	0.01	0.00054336	0.046956	0.00057573	5.3587e-05	0.00014614	0.011906	0.0088886	7.8827e-08	2.4339e-07	2.8389e-05	0.012648	0.018272	0.0002861	5.1371e-05	1.3568e-06	1.8247e-05	6.6917e-05	1.269e-06	3.993e-05	2.0603e-05	5.7055e-06	8.9807e-06	3.4713e-06	0.0093559	1.971e-06	0.01	0.00012501	8.8862e-05	0.013996	0.00018657	0.0020478	6.4497e-08	0.0023169	1.472e-05	0.00019176	0.0043382	0.0043382	0.0016605	2.8631e-06	8.5732e-07	0.00056703	5.0544e-07	1.3239e-05	0.011871	2.3655e-06	
0.00034588	0.021704	1.0979e-05	5.6604e-05	3.9746e-05	1.099e-05	6.9216e-08	7.8431e-05	1.7344e-06	1.5265e-05	0.30485	1.5679e-06	0.0011779	7.8171e-07	0.00017053	0.025019	0.0011968	4.1676e-05	2.7717e-06	2.5105e-07	5.4116e-06	0.0006033	3.187e-05	6.9749e-06	0.00024748	0.00018719	0.00068886	4.2076e-05	1.4043e-05	3.4732e-06	0.30392	0.0053681	0.00011869	9.1076e-05	2.9888e-05	9.6757e-08	0.0013735	8.9194e-06	5.0092e-08	0.00076923	3.1679e-07	5.5052e-06	3.4736e-05	3.6298e-06	0.01	0.028885	0.00072833	0.01	0.00052874	7.3354e-07	0.00080021	0.79557	0.01	0.01	0.00054582	0.047029	0.00058345	5.6413e-05	0.00014377	0.01191	0.0088882	8.3039e-08	2.3953e-07	2.8309e-05	0.012634	0.018294	0.0002797	5.3066e-05	1.3394e-06	1.8249e-05	6.6062e-05	1.3021e-06	3.9919e-05	1.971e-05	5.4581e-06	8.8246e-06	3.4154e-06	0.0093558	1.8197e-06	0.01	0.00012758	8.9383e-05	0.013922	0.0001847	0.0020665	6.5218e-08	0.0023159	1.45e-05	0.00019107	0.0043366	0.0043366	0.0016565	2.7572e-06	8.5522e-07	0.00056451	5.0053e-07	1.3173e-05	0.011989	2.3542e-06	
0.00034157	0.022321	1.0737e-05	5.615e-05	3.9227e-05	1.0926e-05	6.2381e-08	7.8193e-05	1.6611e-06	1.4691e-05	0.2984	1.5137e-06	0.0011713	7.9732e-07	0.00016961	0.025032	0.0011935	3.9974e-05	2.8046e-06	2.509e-07	5.3706e-06	0.00060235	3.1957e-05	6.8345e-06	0.00024861	0.00018472	0.00068761	4.1785e-05	1.3802e-05	3.1584e-06	0.31099	0.0053716	0.00011806	9.0496e-05	2.9401e-05	9.4698e-08	0.0013522	8.825e-06	4.7894e-08	0.00076676	3.2607e-07	5.4387e-06	3.4792e-05	3.596e-06	0.01	0.028918	0.00072636	0.01	0.00051056	7.7664e-07	0.00081197	0.79848	0.01	0.01	0.00054826	0.047102	0.00059116	5.9229e-05	0.00014139	0.011914	0.0088878	8.644e-08	2.3514e-07	2.8221e-05	0.012621	0.018317	0.0002733	5.4738e-05	1.3202e-06	1.8248e-05	6.5197e-05	1.3317e-06	3.9902e-05	1.8816e-05	5.1962e-06	8.6668e-06	3.3579e-06	0.0093557	1.6664e-06	0.01	0.00013015	8.99e-05	0.013847	0.00018284	0.002085	6.5506e-08	0.002315	1.4276e-05	0.00019037	0.004335	0.004335	0.0016526	2.6491e-06	8.5128e-07	0.00056198	4.9481e-07	1.3103e-05	0.012101	2.341e-06	
0.00033725	0.022939	1.0494e-05	5.5695e-05	3.8705e-05	1.0847e-05	5.3786e-08	7.7951e-05	1.5788e-06	1.4116e-05	0.29193	1.4583e-06	0.0011647	8.103e-07	0.00016868	0.025044	0.0011903	3.8272e-05	2.8312e-06	2.4921e-07	5.316e-06	0.00060141	3.2035e-05	6.6924e-06	0.00024973	0.00018224	0.00068633	4.1472e-05	1.356e-05	2.8428e-06	0.31797	0.005375	0.00011742	8.9913e-05	2.8912e-05	9.1571e-08	0.0013309	8.7266e-06	4.4668e-08	0.0007643	3.3442e-07	5.3656e-06	3.4843e-05	3.5479e-06	0.01	0.028951	0.00072438	0.01	0.0004924	8.1844e-07	0.00082372	0.80138	0.01	0.01	0.0005507	0.047175	0.00059887	6.2036e-05	0.00013902	0.011918	0.0088874	8.903e-08	2.3024e-07	2.8125e-05	0.012607	0.01834	0.0002669	5.6386e-05	1.2991e-06	1.8243e-05	6.4322e-05	1.3578e-06	3.9876e-05	1.7921e-05	4.9198e-06	8.5075e-06	3.2989e-06	0.0093557	1.5112e-06	0.01	0.00013271	9.0413e-05	0.013772	0.00018097	0.0021036	6.536e-08	0.0023141	1.4048e-05	0.00018968	0.0043334	0.0043334	0.0016486	2.5388e-06	8.455e-07	0.00055945	4.8826e-07	1.303e-05	0.012205	2.3258e-06	
0.00033308	0.023599	1.0258e-05	5.5298e-05	3.8201e-05	1.0783e-05	4.4552e-08	7.7759e-05	1.5031e-06	1.3578e-05	0.28588	1.4081e-06	0.0011581	8.2844e-07	0.00016777	0.025057	0.0011881	3.6682e-05	2.862e-06	2.4768e-07	5.2736e-06	0.00060056	3.2169e-05	6.5599e-06	0.00025087	0.00017987	0.00068537	4.1265e-05	1.3335e-05	2.571e-06	0.3268	0.0053792	0.00011686	8.9359e-05	2.8442e-05	8.8963e-08	0.0013117	8.6317e-06	4.2093e-08	0.00076185	3.4404e-07	5.3e-06	3.4901e-05	3.5136e-06	0.01	0.028984	0.00072242	0.01	0.00047564	8.6272e-07	0.00083602	0.80444	0.01	0.01	0.00055339	0.04725	0.00060685	6.4962e-05	0.00013672	0.011922	0.008887	9.2856e-08	2.2766e-07	2.8047e-05	0.012594	0.018362	0.00026066	5.8216e-05	1.2918e-06	1.8244e-05	6.3504e-05	1.3877e-06	3.9852e-05	1.707e-05	4.6858e-06	8.3529e-06	3.2464e-06	0.0093556	1.3722e-06	0.01	0.00013548	9.0941e-05	0.013709	0.00017912	0.0021252	6.5559e-08	0.0023132	1.3841e-05	0.000189	0.0043318	0.0043318	0.0016448	2.4399e-06	8.425e-07	0.00055695	4.8264e-07	1.2959e-05	0.012341	2.3171e-06	
0.00032904	0.024302	1.0028e-05	5.4954e-05	3.7714e-05	1.0732e-05	3.4587e-08	7.7615e-05	1.4327e-06	1.3075e-05	0.28021	1.3626e-06	0.0011517	8.5163e-07	0.00016689	0.02507	0.0011869	3.5194e-05	2.8965e-06	2.4621e-07	5.242e-06	0.00059981	3.2358e-05	6.4362e-06	0.00025203	0.00017761	0.00068472	4.1157e-05	1.3126e-05	2.3354e-06	0.33777	0.0053841	0.00011635	8.8833e-05	2.7989e-05	8.6775e-08	0.0012943	8.5398e-06	4.0027e-08	0.00075942	3.5488e-07	5.2411e-06	3.4964e-05	3.4914e-06	0.01	0.029019	0.00072048	0.01	0.0004601	9.0946e-07	0.00084888	0.80766	0.01	0.01	0.00055631	0.047328	0.0006151	6.8007e-05	0.00013449	0.011926	0.0088866	9.7924e-08	2.2721e-07	2.7985e-05	0.012581	0.018385	0.00025459	6.0232e-05	1.2973e-06	1.8249e-05	6.2739e-05	1.4212e-06	3.9828e-05	1.6258e-05	4.4884e-06	8.2027e-06	3.1999e-06	0.0093555	1.2471e-06	0.01	0.00013846	9.1485e-05	0.013657	0.00017729	0.0021499	6.607e-08	0.0023124	1.3655e-05	0.00018835	0.0043303	0.0043303	0.0016411	2.3509e-06	8.4204e-07	0.00055449	4.7785e-07	1.2889e-05	0.012508	2.3145e-06	
0.00032497	0.024995	9.7945e-06	5.4594e-05	3.722e-05	1.0661e-05	5.4379e-08	7.7453e-05	1.3501e-06	1.2561e-05	0.27442	1.3144e-06	0.0011452	8.703e-07	0.00016599	0.025083	0.0011855	3.3682e-05	2.9222e-06	2.4281e-07	5.1909e-06	0.00059904	3.2522e-05	6.3083e-06	0.00025317	0.00017531	0.00068393	4.0997e-05	1.2913e-05	2.0904e-06	0.34805	0.0053888	0.00011582	8.8296e-05	2.7529e-05	8.3159e-08	0.0012764	8.4421e-06	3.6564e-08	0.00075697	3.6428e-07	5.1724e-06	3.5021e-05	3.4485e-06	0.01	0.029053	0.00071853	0.01	0.0004443	9.5398e-07	0.00086159	0.81083	0.01	0.01	0.00055917	0.047405	0.00062327	7.1011e-05	0.00013225	0.01193	0.0088863	1.0168e-07	2.256e-07	2.791e-05	0.012568	0.018409	0.00024847	6.2173e-05	1.2975e-06	1.8248e-05	6.1948e-05	1.4495e-06	3.9794e-05	1.5436e-05	4.2642e-06	8.0494e-06	3.15e-06	0.0093555	1.1164e-06	0.01	0.00014139	9.202e-05	0.013602	0.00017545	0.0021739	6.5966e-08	0.0023116	1.3459e-05	0.0001877	0.0043288	0.0043288	0.0016374	2.2569e-06	8.3867e-07	0.00055201	4.7183e-07	1.2815e-05	0.012659	2.3079e-06	
0.00032087	0.025679	9.5585e-06	5.422e-05	3.6719e-05	1.0569e-05	7.209e-08	7.7275e-05	1.2555e-06	1.2037e-05	0.26853	1.2637e-06	0.0011387	8.8469e-07	0.00016509	0.025096	0.0011838	3.2148e-05	2.9394e-06	2.3752e-07	5.121e-06	0.00059824	3.2662e-05	6.1766e-06	0.0002543	0.00017299	0.00068303	4.0786e-05	1.2694e-05	1.8367e-06	0.35771	0.0053933	0.00011529	8.7748e-05	2.7063e-05	7.8154e-08	0.0012581	8.3389e-06	3.1739e-08	0.00075452	3.7229e-07	5.094e-06	3.507e-05	3.3856e-06	0.01	0.029088	0.00071657	0.01	0.00042824	9.964e-07	0.00087416	0.81395	0.01	0.01	0.00056196	0.047481	0.00063138	7.3977e-05	0.00012998	0.011934	0.0088859	1.0417e-07	2.229e-07	2.7821e-05	0.012554	0.018432	0.00024231	6.4044e-05	1.2925e-06	1.8241e-05	6.1134e-05	1.4727e-06	3.975e-05	1.4604e-05	4.0146e-06	7.8933e-06	3.0969e-06	0.0093554	9.8029e-07	0.01	0.00014427	9.2547e-05	0.013545	0.0001736	0.0021971	6.5267e-08	0.0023107	1.3254e-05	0.00018703	0.0043272	0.0043272	0.0016336	2.158e-06	8.3251e-07	0.00054952	4.6464e-07	1.2737e-05	0.012795	2.2977e-06	
0.0003169	0.02641	9.329e-06	5.3901e-05	3.6235e-05	1.0492e-05	8.9671e-08	7.7146e-05	1.1666e-06	1.1548e-05	0.26302	1.2178e-06	0.0011322	9.0461e-07	0.00016421	0.025109	0.0011831	3.0716e-05	2.9608e-06	2.3237e-07	5.063e-06	0.00059755	3.286e-05	6.0539e-06	0.00025544	0.00017078	0.00068244	4.0681e-05	1.2492e-05	1.618e-06	0.36984	0.0053986	0.00011481	8.723e-05	2.6614e-05	7.3611e-08	0.0012416	8.2389e-06	2.744e-08	0.00075209	3.8166e-07	5.0229e-06	3.5126e-05	3.3359e-06	0.01	0.029123	0.00071463	0.01	0.00041342	1.0415e-06	0.00088732	0.81724	0.01	0.01	0.00056502	0.04756	0.00063978	7.7071e-05	0.0001278	0.011939	0.0088855	1.0806e-07	2.2242e-07	2.775e-05	0.012541	0.018455	0.00023632	6.6118e-05	1.3011e-06	1.824e-05	6.0374e-05	1.5e-06	3.9708e-05	1.3812e-05	3.8019e-06	7.7417e-06	3.0501e-06	0.0093554	8.5793e-07	0.01	0.00014738	9.309e-05	0.013497	0.00017178	0.0022239	6.4913e-08	0.0023099	1.3069e-05	0.00018639	0.0043257	0.0043257	0.0016299	2.0692e-06	8.291e-07	0.00054707	4.5834e-07	1.2661e-05	0.012963	2.2939e-06	
